stop_code,stop_name,stop_lat,stop_lon
9745,N Thompson at Golden Leaf,43.112151,-89.296054
9747,Eastpark at E Terrace,43.146341,-89.291492
F950,E Washington at Schmedeman,43.11533,-89.327423
9753,Nakoosa at Walmart,43.109301,-89.312042
9759,Eagan at East Towne,43.12545,-89.309199
9770,N Thompson at Jana,43.108743,-89.299049
9778,Walsh at Commercial,43.106855,-89.310181
9782,O'Keeffe at Summerfield,43.168991,-89.25021
9787,Kinsman at N Stoughton,43.125518,-89.32726
9797,Kinsman at Bartillon,43.125507,-89.323307
L981,Swanton at Easley,43.101386,-89.301421
9812,Nakoosa at Walmart,43.109301,-89.312523
9817,International at Darwin,43.129033,-89.348308
9822,High Crossing at Cross Hill,43.142716,-89.284728
9837,Shopko at Aberg,43.111179,-89.346808
9844,N Thompson at Commercial,43.107079,-89.300732
9862,O'Keeffe at Wild Iris,43.15975,-89.263965
F980,Swanton at Easley,43.101251,-89.301718
0989,W Washington at S Broom,43.07149,-89.388515
9892,N Thompson at Mesta,43.109788,-89.296713
9918,Kinsman at N Stoughton,43.125876,-89.325889
9939,Portage at Tomscot,43.138392,-89.313094
9951,N Thompson at Sycamore,43.114166,-89.295951
9955,O'Keeffe at Prairie,43.171146,-89.248202
9967,Walsh at Nakoosa,43.110051,-89.309817
9996,Eagan at East Towne,43.124886,-89.309002
C200,Regent at Capital High,43.068127,-89.439348
C299,Regent at Capital High,43.067912,-89.439718
E506,Delaware at N Sherman,43.14283,-89.363455
1152,Packers at Aberg,43.11335,-89.35518
E902,Golden Leaf at N Thompson,43.11199,-89.295832
E904,Glacier Hill at Lien,43.120903,-89.291418
E934,Glacier Hill at Valley Edge,43.114653,-89.290367
E956,Glacier Hill at Southridge,43.117231,-89.289806
E973,Lien at N Thompson,43.121312,-89.297952
E978,Glacier Hill at Ridge Oak,43.119094,-89.291174
E992,Golden Leaf at Eagle Crest,43.11255,-89.291841
0120,S Park at Wingra,43.049369,-89.394301
1216,Aberg at Packers,43.113744,-89.354797
1290,Aberg at N Sherman,43.114339,-89.363604
0139,N Randall at Regent,43.068038,-89.408834
0145,W Johnson at State,43.07491,-89.389575
1563,E Doty at M L K Junior,43.073404,-89.381687
1679,Packers at Aberg,43.112633,-89.353662
1731,E Wilson at S Butler,43.074745,-89.378044
L319,Crested Owl at Meinders,43.035407,-89.295764
0182,N Park at W Dayton,43.070687,-89.401094
1841,Aberg at Packers,43.113323,-89.354835
1868,Milwaukee at W Corporate,43.098332,-89.321914
1905,Atwood at Lakeland,43.0916,-89.336001
1964,Fordem at N Sherman,43.102646,-89.364145
2218,Highland at University Bay,43.076096,-89.434301
2257,Monroe at Spooner,43.065254,-89.416426
2312,S Whitney at Tokay,43.053346,-89.47374
F249,Eau Claire at Sheboygan,43.073225,-89.464039
2467,University at University Bay,43.073204,-89.433449
F293,Glenway at Monroe,43.053177,-89.435457
2511,Mineral Point at S Whitney,43.060715,-89.471634
2549,S Whitney at Tokay,43.053481,-89.473234
0269,N Brooks at W Johnson,43.072388,-89.402303
F264,Capital at Old Middleton,43.082627,-89.482206
2778,Odana at S Whitney,43.050105,-89.474009
F202,Eau Claire at Sheboygan,43.072625,-89.464236
2844,Highland at University,43.071563,-89.428711
2846,N Segoe at University,43.074973,-89.457164
0286,Drake at S Mills,43.062173,-89.404417
2951,Highland at Regent,43.068361,-89.428486
2959,University Bay at Highland,43.075773,-89.43393
F286,Capital at University,43.084232,-89.478047
3142,Lacy at Brassica,43.011432,-89.373868
3226,Rimrock at E Badger,43.038058,-89.37929
3237,Novation at Ski,43.031543,-89.385389
3305,Meinders at Crested Owl,43.035425,-89.296109
3561,Novation at 89 Degree,43.032732,-89.382254
3614,Highway M M at McCoy,43.023609,-89.38015
3646,Novation at Rimrock,43.035856,-89.380278
0365,S Randall at Mound,43.065164,-89.408847
3791,Highway M M at McCoy,43.023815,-89.37999
3910,Novation at 89 Degree,43.032446,-89.382908
4132,Fitchrona at Nesbitt,43.007814,-89.484717
4146,Fish Hatchery at High Ridge,43.021378,-89.417652
4147,Anton at Williamsburg,43.023889,-89.47093
4199,Jenewein at Red Arrow,43.028912,-89.456376
4206,Red Arrow at Jenewein,43.029154,-89.456438
0422,S Randall at Regent,43.067501,-89.409131
4350,Chalet Gardens at Verona E,43.027863,-89.463642
4385,E Cheryl at Fahey,43.004324,-89.412621
4406,E Cheryl at Fahey,43.004691,-89.411733
4432,Lovell at Allied,43.02695,-89.460089
4478,Anton at Williamsburg,43.023867,-89.471098
4529,Verona E at Williamsburg,43.023813,-89.467018
4616,McKee at Fitchrona,43.015905,-89.481039
4649,Fitchrona at Nesbitt,43.007846,-89.484408
4713,Fitchrona at Crosswalk,43.009879,-89.483254
4716,Red Arrow at Verona E,43.032233,-89.457797
4764,E Cheryl at Research Park,43.005148,-89.425681
4783,Cahill at Caddis,43.019364,-89.421167
4820,Verona E at Williamsburg,43.023788,-89.467216
4828,Fitchrona at Crosswalk,43.009825,-89.483599
F449,Allied at Jenewein,43.029233,-89.459201
4892,Fish Hatchery at Caddis,43.019445,-89.419428
4930,S Fish Hatchery at E Cheryl,43.004817,-89.428025
4967,Chalet Gardens at Verona E,43.027701,-89.463839
4997,Fitchrona at King James,43.018934,-89.473727
5120,Dryden at Londonderry,43.130033,-89.358945
5166,Tennyson at Packers,43.134794,-89.355765
5223,Northport at N Sherman,43.130375,-89.36317
5230,Wheeler at N Sherman,43.147485,-89.363266
5238,N Sherman at Tennyson,43.134601,-89.363537
5253,N Sherman at Delaware,43.143044,-89.362911
F578,Delaware at Dakota,43.143521,-89.36757
0528,S Bassett at W Doty,43.068329,-89.388553
F532,Northland at Mandrake,43.145226,-89.377689
5381,N Sherman at Sunfield,43.13914,-89.363038
F591,Wheeler at N Sherman,43.147253,-89.363105
F596,Delaware at Esch,43.144946,-89.370225
F517,Packers at Darwin,43.129198,-89.355103
5461,N Sherman at Thackeray,43.132703,-89.363316
5484,Wheeler at Golf View,43.147926,-89.367616
F502,Northland at School,43.146203,-89.382595
F512,Delaware at Tennessee,43.145305,-89.373908
5545,Dryden at Londonderry,43.130185,-89.358734
5601,Packers at Scott,43.132985,-89.35521
5610,Wheeler at Comanche,43.148412,-89.372385
F520,School at Fulton,43.143589,-89.383029
5674,Delaware at Northland,43.145512,-89.375452
5708,Delaware at Wheeler,43.147876,-89.375809
0571,Drake at S Mills,43.061958,-89.404232
5741,N Sherman at Northport,43.131046,-89.363354
5753,N Sherman at Tennyson,43.135147,-89.363215
5802,Tennyson at Whitman,43.134912,-89.359199
F514,School at Havey,43.141172,-89.383092
5818,N Sherman at Delaware,43.142364,-89.363233
F588,Packers at Darwin,43.129064,-89.355387
5884,N Sherman at Thackeray,43.132488,-89.363613
5889,N Sherman at Lake View,43.137144,-89.363127
5997,Tennyson at Whitman,43.134626,-89.358458
0610,Monroe at N Randall,43.070052,-89.409352
6139,Parmenter at Lisa,43.10923,-89.509735
6238,Parmenter at Franklin,43.098234,-89.511635
0638,S Randall at Drake,43.062192,-89.409144
6413,Murphy at Eagle,43.098321,-89.527368
6445,S Gammon at Memorial High,43.064263,-89.502396
6460,Tree at S Gammon,43.065677,-89.503447
6494,Parmenter at Lisa,43.108737,-89.510315
6541,Odana at Medical,43.049934,-89.478167
6554,University at Parmenter,43.096962,-89.511905
6621,N Gammon at Sawmill,43.081426,-89.502144
6670,Deming at Greenway,43.089771,-89.527269
6728,Odana at Medical,43.050175,-89.478279
6761,N Gammon at Middleton,43.084673,-89.502123
6771,Odana at Tokay,43.051177,-89.481155
6778,Tree at S Westfield,43.064036,-89.507518
6793,Mineral Point at S Gammon,43.06053,-89.503219
0682,Monroe at S Breese,43.067295,-89.413747
6833,University at Cayuga,43.096657,-89.513671
6959,S Gammon at Mineral Point,43.061103,-89.502479
6962,S Westfield at Mineral Point,43.061261,-89.50791
6990,N Gammon at Middleton,43.084441,-89.502326
7113,Dempsey at Overpass,43.095355,-89.316152
7201,Milwaukee at W Corporate,43.098143,-89.321161
7241,Cottage Grove at McClellan,43.084673,-89.270337
7245,Cottage Grove at Acewood,43.084044,-89.302551
7370,Wyalusing at Dominion,43.090965,-89.261371
7422,Cottage Grove at S Sprecher,43.084992,-89.267163
7431,Wyalusing at Amnicon,43.089586,-89.261115
7439,Dempsey at Hynek,43.092741,-89.31623
0745,S Park at Wingra,43.049476,-89.39382
7460,Cottage Grove at Dempsey,43.083985,-89.316787
7464,Buckeye at Camden,43.073712,-89.312161
7523,Dempsey at Dennett,43.090565,-89.316245
7562,Sprecher New at Cottage Grove,43.08583,-89.264676
7571,Cottage Grove at McLean,43.084614,-89.273461
0763,W Badger at N Rusk,43.038838,-89.384348
7657,Dempsey at Milwaukee,43.09789,-89.317395
7675,Cottage Grove at Atwood,43.083544,-89.324566
7684,Cottage Grove at McLean,43.084812,-89.274213
7848,Pflaum at Advance,43.062495,-89.302996
0790,W Washington at N Fairchild,43.073128,-89.386588
7921,Cottage Grove at North Star,43.084522,-89.279264
F731,North Star at Orion,43.087951,-89.279047
0794,N Randall at Monroe,43.069891,-89.409155
7946,Wyalusing at Amnicon,43.08922,-89.261696
7970,Cottage Grove at McClellan,43.08488,-89.27109
0806,S Randall at Mound,43.065441,-89.409131
8124,S Gammon at Watts,43.04993,-89.503317
8139,Maple Grove at McKee,43.016084,-89.498702
8146,Schroeder at Chapel Hill,43.046381,-89.494219
8152,Schroeder at Saybrook,43.046468,-89.48025
F863,Manchester at Hartford,43.014916,-89.490634
8182,Schroeder at Struck,43.04637,-89.496909
8184,Maple Grove at Nesbitt,43.002181,-89.499266
8218,Maple Grove at McKee,43.015403,-89.49901
F829,Prairie at Raymond,43.032212,-89.488615
F853,Prairie at Jacobs,43.036581,-89.488434
F821,Raymond at Reetz,43.031202,-89.461658
8333,Reetz at Marvin,43.036296,-89.460908
8371,McKee at Maple Grove,43.015574,-89.498479
8378,Schroeder at Forward,43.046429,-89.488024
8463,Maple Grove at Nesbitt,43.002011,-89.49902
F871,Hammersley at McKenna,43.038715,-89.499356
0857,N Randall at W Dayton,43.071359,-89.408871
F880,Manchester at Thornebury,43.012615,-89.491002
F844,Manchester at McKee,43.015381,-89.490943
8709,Raymond at Frisch,43.031664,-89.493204
8718,Maple Grove at Manchester,43.007123,-89.499136
F838,Hammersley at Prairie,43.03924,-89.488869
8763,McKee at Tanglewood,43.015588,-89.50493
8779,Raymond at McKenna,43.031626,-89.49656
8802,Maple Grove at Westin,43.012324,-89.49908
8816,Schroeder at Highway Ramp,43.046497,-89.475882
F839,Hammersley at Saalsaa,43.038886,-89.496543
F847,Flagstone at S Pleasant View,43.024842,-89.532821
8862,Schroeder at White Oaks,43.046458,-89.484112
8868,McKee at Maple Grove,43.015914,-89.499232
F815,Hammersley at Frisch,43.038969,-89.492533
F819,Prairie at Lomax,43.034522,-89.488507
8928,Reetz at Marvin,43.036493,-89.461216
9115,Eastpark at Dreamer,43.147879,-89.299152
9121,N Bristol at Angell,43.184025,-89.213325
9138,High Crossing at City View,43.138916,-89.289431
9157,W Main at Flint,43.183158,-89.219931
9178,W Main at N Bird,43.181853,-89.226945
9188,Windsor at Broadway,43.187533,-89.241903
9202,W Main at N Walker,43.179056,-89.237017
9209,Independence at E Washington,43.12844,-89.308613
9214,Anniversary at Independence,43.134682,-89.30927
9235,E Main at Dewey,43.182227,-89.208447
9236,Windsor at N Bird,43.187574,-89.226817
9256,N Grand at W Main,43.176782,-89.265076
9260,High Crossing at Crossroads,43.136294,-89.291215
9272,Tower at N Bristol,43.198851,-89.211239
9330,Eastpark at American,43.147754,-89.290526
9347,Darwin at Packers,43.128813,-89.354869
9352,N Bird at Vandenburg,43.193143,-89.226022
9360,Windsor at Eddington,43.187512,-89.24628
9365,W Main at Clarmar,43.177781,-89.241224
9387,Eagan at E Washington,43.126346,-89.310099
9403,W Main at S Bird,43.181842,-89.226141
9410,S Grand at Prairie Lakes,43.165783,-89.269427
0947,S Randall at Drake,43.062326,-89.408848
9487,Market at Cannery,43.182777,-89.210968
9492,Windsor at Lois,43.187562,-89.236685
9506,Windsor at N Thompson,43.187309,-89.25485
9521,Eastpark at W Terrace,43.144043,-89.29492
9536,Tower at Fitness,43.195912,-89.221637
9540,Grove at E Main,43.18063,-89.206498
9547,N Bristol at Goodland,43.192197,-89.211099
9577,High Crossing at Crossroads,43.13633,-89.290721
9582,N Bird at Windsor,43.18718,-89.226435
9584,Eastpark at W Terrace,43.144437,-89.2955
9586,N Grand at Windsor,43.18664,-89.264657
9637,S Grand at Prairie Lakes,43.166346,-89.268709
9648,Tower at Grandview,43.197002,-89.214325
9650,W Main at Ruby,43.180098,-89.233256
9689,E Main at S Bristol,43.183184,-89.213278
9690,Darwin at Packers,43.129037,-89.355054
F993,N Fair Oaks at Lexington,43.110389,-89.330394
9709,N Bristol at Windsor,43.188018,-89.212423
9718,N Bird at Summit,43.190878,-89.226165
9721,W Main at Ruby,43.180106,-89.232452
9728,N Grand at Blue Heron,43.180964,-89.264942
0977,Regent at S Randall,43.067653,-89.4086
F902,N Fair Oaks at Lexington,43.110801,-89.330678
9833,N Bristol at Klubertanz,43.195832,-89.210766
9870,Anniversary at Forest Run,43.135329,-89.302523
9879,W Main at S Walker,43.179054,-89.236213
9906,Eastpark at E Terrace,43.145876,-89.291963
9914,Darwin at International,43.128899,-89.349012
9924,N Bird at Tower,43.196465,-89.225864
9931,Park at Angell Park,43.180225,-89.21105
9936,Eastpark at Dreamer,43.147181,-89.299165
9938,Independence at Declaration,43.132684,-89.307927
9946,W Main at Clarmar,43.177791,-89.242028
9952,S Grand at Blue Aster,43.17141,-89.265385
L709,Dominion at S Sprecher,43.091492,-89.267
6209,Allen at Lake,43.10294,-89.486027
6629,Century at Park,43.108707,-89.501558
6986,University at Capital,43.084035,-89.477503
F963,Wright at Anderson,43.11988,-89.330295
2600,University Row at U W Health,43.076213,-89.469497
1129,Sherman at Marston,43.092783,-89.371797
W272,Shorewood at Oxford,43.081645,-89.444487
1289,Williamson at S Baldwin,43.084614,-89.362197
1498,W Wilson at M L K Junior,43.072428,-89.3817
1606,S Baldwin at Williamson,43.084238,-89.362395
M839,Cosgrove at Dallas,43.004019,-89.494348
M888,Tiller at Cosgrove,43.008256,-89.489986
M899,Cosgrove at Tonkinese,43.004898,-89.491747
2144,Odana at Anthony,43.05074,-89.447304
2234,University at Craig,43.079238,-89.471956
2364,Mineral Point at Racine,43.061039,-89.465871
2504,S Segoe at Crosswalk,43.065233,-89.454567
2523,Mineral Point at Westmorland,43.060633,-89.443321
2635,S Segoe at Regent,43.068742,-89.454235
2652,Regent at N Midvale,43.068385,-89.451618
2671,Old Middleton at N Rosa,43.074939,-89.478064
2713,S Segoe at Crosswalk,43.06526,-89.454073
2810,Tokay at S Segoe,43.053806,-89.46483
2816,Odana at Frederick,43.05108,-89.4447
2869,University at Craig,43.079543,-89.471746
3623,Marsh at Kipp,43.043509,-89.286605
0432,University at N Mills,43.073445,-89.404451
5429,Northport at School,43.137769,-89.382797
6263,S High Point at Watts,43.052248,-89.517697
6366,Old Sauk at N Westfield,43.075281,-89.507878
6596,S High Point at Mineral Point,43.060207,-89.517659
6871,Old Sauk at Widgeon,43.074991,-89.512346
7139,Wyalusing at S Sprecher,43.087829,-89.266317
0716,University at N Orchard,43.073454,-89.407747
7253,Pflaum at Turner,43.062093,-89.313735
7273,E Buckeye at Kings Mill,43.074547,-89.277816
7294,Wyalusing at Milwaukee,43.099489,-89.261635
7496,Pflaum at Turner,43.062299,-89.314487
7556,Kings Mill at Cottontail,43.076623,-89.276774
7720,Wyalusing at S Sprecher,43.088098,-89.266279
7772,Milwaukee at Wyalusing,43.099919,-89.262029
F837,Manchester at Westin,43.010895,-89.492172
8445,Raymond at Cameron,43.03174,-89.482742
8515,Hammersley at Reetz,43.038946,-89.4607
8532,Raymond at Cameron,43.032098,-89.483483
8639,Schroeder at Struck,43.046156,-89.496724
8689,S Whitney at Tolman,43.037141,-89.477368
F877,Manchester at Thornebury,43.01283,-89.490706
8810,S Whitney at Tolman,43.036595,-89.477885
9080,Hanson at Metro Garage,43.153803,-89.315591
9081,Hanson at Metro Garage,43.15358,-89.316061
10069,East Campus,43.073363,-89.399414
10070,East Campus,43.071949,-89.398686
10071,East Campus,43.073354,-89.398846
10077,State,43.07491,-89.391488
10078,State,43.074668,-89.389575
10081,Capitol Square,43.075741,-89.385056
10082,Capitol Square,43.073547,-89.383415
10085,Blair,43.078354,-89.379017
10086,Blair,43.078407,-89.378795
10089,Paterson,43.08213,-89.373681
10090,Paterson,43.082192,-89.373447
10093,Baldwin,43.087159,-89.366541
10094,Baldwin,43.087221,-89.366319
10097,First Street,43.092044,-89.359622
10098,First Street,43.092133,-89.359363
10101,Fourth Street,43.096204,-89.354061
10102,Fourth Street,43.096285,-89.353827
10105,Milwaukee-North,43.10015,-89.348945
10106,Milwaukee-North,43.100597,-89.348512
10109,Marquette,43.104112,-89.342259
10110,Marquette,43.104166,-89.342036
0200,University at East Campus,43.073381,-89.400056
10061,Orchard,43.073454,-89.407179
10062,Orchard,43.07212,-89.407043
0201,W Johnson at East Campus,43.071939,-89.398032
10057,University Bay,43.073472,-89.433609
10058,University Bay,43.073365,-89.43335
10053,Shorewood,43.075262,-89.443473
10054,Shorewood,43.075235,-89.443263
10049,Midvale,43.075359,-89.451633
10050,Midvale,43.075269,-89.451411
0389,State at W Johnson,43.074668,-89.389723
10045,Segoe,43.073119,-89.456879
10046,Segoe,43.073289,-89.456719
10041,Eau Claire,43.072965,-89.463854
10042,Eau Claire,43.072983,-89.463644
10037,Regent-Whitney,43.067735,-89.468442
10038,Regent-Whitney,43.067896,-89.468393
10033,Whitney-Mineral Point,43.060885,-89.47261
10034,Whitney-Mineral Point,43.060867,-89.472363
10029,Rosa,43.060856,-89.478818
10030,Rosa,43.060829,-89.478596
10025,Island,43.060816,-89.486878
10026,Island,43.060789,-89.486655
10021,Grand Canyon,43.060784,-89.496924
10022,Grand Canyon,43.060748,-89.496702
10017,Westfield,43.06067,-89.507625
10018,Westfield,43.060634,-89.507415
10013,High Point,43.060556,-89.517326
10014,High Point,43.060538,-89.517104
10001,Junction,43.057846,-89.528334
10004,Junction at Park And Ride,43.057836,-89.528334
0626,University at N Bassett,43.073282,-89.394649
6410,N High Point at Sauk Creek,43.072094,-89.520317
0887,W Johnson at N Orchard,43.072254,-89.407772
10113,Melvin-Rethke,43.10897,-89.336152
10114,Melvin-Rethke,43.109077,-89.335917
10117,Wright-Fair Oaks,43.11295,-89.330786
10118,Wright-Fair Oaks,43.113013,-89.330576
10121,Anderson-Wright,43.120247,-89.32985
10122,Anderson-Wright,43.120033,-89.330072
10125,Mendota,43.119077,-89.321525
10126,Mendota,43.118906,-89.321093
10129,Thierer-Portage,43.123638,-89.314909
10130,Thierer-Portage,43.1237,-89.314057
10133,Independence,43.128002,-89.308663
10134,Independence,43.127992,-89.307836
10137,East Springs,43.131489,-89.303617
10138,East Springs,43.131399,-89.302913
9579,Cremer at O'Keeffe,43.156978,-89.267148
3172,Femrite at Shato,43.050839,-89.313567
3183,Monona at E Broadway,43.048073,-89.324604
3198,Dean at Winnequah,43.069506,-89.338238
3345,E Broadway at Ahuska Park,43.047748,-89.321482
3348,Nichols at Shore Acres,43.062375,-89.331458
3357,Copps at E Broadway,43.048804,-89.310436
3385,Nichols at McKenna,43.062217,-89.335618
3488,Edna Taylor at Femrite,43.05112,-89.317035
3542,Pheasant Hill at Owen,43.056806,-89.33091
3624,Nichols at Winnequah,43.065141,-89.344292
3627,Femrite at Shato,43.050723,-89.314123
3720,E Broadway at Ahuska Park,43.04808,-89.321704
3781,Femrite at Edna Taylor,43.051209,-89.316578
3814,Owen at Pheasant Hill,43.056761,-89.330577
3816,Copps at E Broadway,43.049002,-89.310646
3835,Dean at Winnequah,43.069291,-89.338053
3845,E Broadway at Monona,43.04758,-89.324333
3854,Dean at Shore Acres,43.069412,-89.33177
3922,W Broadway at Monona,43.047894,-89.32511
3991,Nichols at Shore Acres,43.06216,-89.331274
7172,Monona at Femrite,43.053239,-89.325436
7177,Monona at Owen,43.057268,-89.325554
7207,Monona at Pflaum,43.062443,-89.326015
7237,Monona at Femrite,43.053391,-89.325152
7238,Monona at Pflaum,43.061897,-89.326325
7270,Monona at Owen,43.056722,-89.325813
7274,Owen at Monona,43.057108,-89.326973
7451,Monona at Dean,43.069506,-89.325931
7603,Pflaum at Monona,43.062013,-89.32567
7768,Monona at Coldspring,43.07298,-89.326186
7870,Monona at Dean,43.069346,-89.326228
7937,Monona at Coldspring,43.073141,-89.325889
1791,N Blair at E Johnson,43.080942,-89.381707
2094,Walnut at Observatory,43.076141,-89.425239
0025,Langdon at N Lake,43.075691,-89.396944
2502,Walnut at Gifford Pinchot,43.074314,-89.425252
0045,Langdon at Wisconsin,43.078482,-89.38982
0454,N Breese at Hoyt,43.070438,-89.414055
0542,N Breese at University,43.073132,-89.414055
0558,N Bedford at W Mifflin,43.0697,-89.393799
0056,Observatory at Liz Waters,43.07665,-89.407141
0068,N Lake at W Johnson,43.072172,-89.397625
0795,N Park at State,43.074599,-89.400488
0853,W Dayton at N Frances,43.070757,-89.395527
0089,Langdon at N Henry,43.076844,-89.392142
0096,Wisconsin at W Gorham,43.077515,-89.388055
0099,Langdon at N Park,43.075745,-89.400179
0538,N Park at University,43.072701,-89.400846
0341,N Park at W Johnson,43.072352,-89.400476
0141,W Washington at S Fairchild,43.073074,-89.386255
1110,E Dayton at Wisconsin,43.076428,-89.38592
SoTP,South Transfer,43.038957,-89.394651
10012,High Point,43.060547,-89.517215
10016,Westfield,43.060652,-89.50752
10020,Grand Canyon,43.060766,-89.496813
10024,Island,43.060803,-89.486767
10028,Rosa,43.060843,-89.478707
10032,Whitney-Mineral Point,43.060876,-89.472487
10036,Regent-Whitney,43.067816,-89.468418
10040,Eau Claire,43.072974,-89.463749
10048,Midvale,43.075314,-89.451522
10052,Shorewood,43.075249,-89.443368
10056,University Bay,43.073419,-89.43348
10084,Blair,43.078381,-89.378906
10088,Paterson,43.082161,-89.373564
10092,Baldwin,43.08719,-89.36643
10096,First Street,43.092089,-89.359493
10100,Fourth Street,43.096245,-89.353944
10108,Marquette,43.104139,-89.342148
10112,Melvin-Rethke,43.109024,-89.336035
10116,Wright-Fair Oaks,43.112982,-89.330681
